patch-size,x-offset,y-offset,distance,tally,step_sum,avg,total_steps
3,18,18,22.63,26,28451,1094.2692307692307,204571
3,19,19,24.04,23,41480,1803.4782608695652,230186
3,20,20,25.46,28,14449,516.0357142857143,210390
3,21,21,26.87,32,40026,1250.8125,196360
3,22,22,28.28,29,47915,1652.2413793103449,203725
3,23,23,29.7,22,38334,1742.4545454545455,231361
3,24,24,31.11,23,40978,1781.6521739130435,216125
3,25,25,32.53,18,33406,1855.888888888889,223105
3,26,26,33.94,29,31909,1100.3103448275863,229431
3,27,27,35.36,25,27933,1117.32,230985
3,28,28,36.77,17,30343,1784.8823529411766,237683
3,29,29,38.18,19,29687,1562.4736842105262,196641
3,30,30,39.6,21,54349,2588.0476190476193,244593
3,31,31,41.01,14,23352,1668.0,230951
3,32,32,42.43,18,22969,1276.0555555555557,215872
3,33,33,43.84,19,41085,2162.3684210526317,239028
3,34,34,45.25,25,55144,2205.76,237406
3,35,35,46.67,14,20509,1464.9285714285713,242611
3,36,36,48.08,15,21192,1412.8,234970
3,37,37,49.5,18,34028,1890.4444444444443,223727
3,38,38,50.91,11,23357,2123.3636363636365,246263
3,39,39,52.33,12,33851,2820.9166666666665,256248
3,40,40,53.74,14,20248,1446.2857142857142,268877
3,41,41,55.15,18,35795,1988.611111111111,232741
3,42,42,56.57,18,44905,2494.722222222222,274118
3,43,43,57.98,8,12400,1550.0,263338
3,44,44,59.4,13,19685,1514.2307692307693,254185
3,45,45,60.81,12,22505,1875.4166666666667,289719
3,46,46,62.23,15,32871,2191.4,268552
3,47,47,63.64,12,17302,1441.8333333333333,266158
3,48,48,65.05,13,25274,1944.1538461538462,244135
3,49,49,66.47,9,24724,2747.1111111111113,286933
3,50,50,67.88,6,19496,3249.3333333333335,276782
3,51,51,69.3,7,23131,3304.4285714285716,268554
3,52,52,70.71,8,24230,3028.75,273896
3,53,53,72.12,11,23342,2122.0,245611
3,54,54,73.54,6,9602,1600.3333333333333,276139
3,55,55,74.95,12,27564,2297.0,241352
3,56,56,76.37,8,27315,3414.375,268457
3,57,57,77.78,11,22911,2082.818181818182,260832
3,58,58,79.2,4,9043,2260.75,287688
3,59,59,80.61,6,17310,2885.0,273965
3,60,60,82.02,3,8788,2929.3333333333335,251246
3,61,61,83.44,5,9032,1806.4,235321
3,62,62,84.85,4,8484,2121.0,270977
3,63,63,86.27,4,7832,1958.0,240444
3,64,64,87.68,9,15864,1762.6666666666667,300962
3,65,65,89.1,3,13999,4666.333333333333,278177
3,66,66,90.51,3,11196,3732.0,271427
3,67,67,91.92,2,7344,3672.0,285084
3,68,68,93.34,2,5212,2606.0,266918
3,69,69,94.75,5,13679,2735.8,294037
3,70,70,96.17,5,17460,3492.0,278051
3,71,71,97.58,5,12415,2483.0,290840
3,72,72,98.99,3,7049,2349.6666666666665,245566
3,73,73,100.41,5,10786,2157.2,308832
3,74,74,101.82,2,9590,4795.0,250355
3,75,75,103.24,3,11869,3956.3333333333335,296879
3,76,76,104.65,3,8412,2804.0,289689
3,77,77,106.07,3,4502,1500.6666666666667,267560
3,78,78,107.48,6,17820,2970.0,300209
3,79,79,108.89,3,10718,3572.6666666666665,317619
3,80,80,110.31,3,6403,2134.3333333333335,278263
3,81,81,111.72,2,5827,2913.5,293911
3,82,82,113.14,6,20861,3476.8333333333335,291495
3,83,83,114.55,0,0,0.0,328644
3,84,84,115.97,1,2252,2252.0,276315
3,85,85,117.38,1,2658,2658.0,293101
3,86,86,118.79,0,0,0.0,317742
3,87,87,120.21,0,0,0.0,269791
3,88,88,121.62,2,11385,5692.5,293877
3,89,89,123.04,1,3308,3308.0,284578
3,90,90,124.45,0,0,0.0,249582
3,91,91,125.87,0,0,0.0,293341
3,92,92,127.28,0,0,0.0,281367
3,93,93,128.69,2,3098,1549.0,276089
3,94,94,130.11,2,10885,5442.5,256731
3,95,95,131.52,0,0,0.0,300553
3,96,96,132.94,0,0,0.0,336288
3,97,97,134.35,1,1565,1565.0,317520
3,98,98,135.76,0,0,0.0,256603
3,99,99,137.18,0,0,0.0,269105
4,5,5,2.83,67,27219,406.25373134328356,104642
4,6,6,4.24,72,19453,270.18055555555554,99912
4,7,7,5.66,57,32355,567.6315789473684,133799
4,8,8,7.07,59,28303,479.7118644067797,137770
4,9,9,8.49,47,21248,452.0851063829787,146407
4,10,10,9.9,41,26182,638.5853658536586,171573
4,11,11,11.31,46,38726,841.8695652173913,149664
4,12,12,12.73,43,26522,616.7906976744187,149983
4,13,13,14.14,41,33133,808.1219512195122,171637
4,14,14,15.56,44,44274,1006.2272727272727,166219
4,15,15,16.97,36,27960,776.6666666666666,179140
4,16,16,18.38,33,29535,895.0,181464
4,17,17,19.8,34,31977,940.5,186870
4,18,18,21.21,27,36086,1336.5185185185185,220326
4,19,19,22.63,35,41961,1198.8857142857144,171103
4,20,20,24.04,41,41205,1005.0,173301
4,21,21,25.46,28,37861,1352.1785714285713,212387
4,22,22,26.87,28,39046,1394.5,206156
4,23,23,28.28,28,28522,1018.6428571428571,208174
4,24,24,29.7,16,21464,1341.5,232540
4,25,25,31.11,31,61463,1982.6774193548388,220553
4,26,26,32.53,18,26356,1464.2222222222222,236817
4,27,27,33.94,24,35530,1480.4166666666667,226521
4,28,28,35.36,19,34305,1805.5263157894738,246135
4,29,29,36.77,23,37089,1612.5652173913043,233089
4,30,30,38.18,21,26056,1240.7619047619048,212564
4,31,31,39.6,27,40765,1509.8148148148148,219770
4,32,32,41.01,21,54240,2582.8571428571427,263839
4,33,33,42.43,17,31534,1854.9411764705883,231543
4,34,34,43.84,20,42286,2114.3,285672
4,35,35,45.25,19,30330,1596.3157894736842,234036
4,36,36,46.67,20,37295,1864.75,219473
4,37,37,48.08,10,14837,1483.7,231304
4,38,38,49.5,28,55047,1965.9642857142858,274901
4,39,39,50.91,18,31118,1728.7777777777778,273296
4,40,40,52.33,18,23155,1286.388888888889,254294
4,41,41,53.74,20,27837,1391.85,224416
4,42,42,55.15,19,35446,1865.578947368421,247815
4,43,43,56.57,15,22022,1468.1333333333334,214232
4,44,44,57.98,12,22741,1895.0833333333333,268882
4,45,45,59.4,16,30399,1899.9375,279348
4,46,46,60.81,19,46448,2444.6315789473683,256209
4,47,47,62.23,18,29742,1652.3333333333333,243504
4,48,48,63.64,10,21576,2157.6,275911
4,49,49,65.05,9,22699,2522.1111111111113,278240
